path,level,slug,text
easyway-webapp/10-ai-agents.md,2,2-scenari-di-utilizzo,"2. Scenari di utilizzo"
easyway-webapp/10-ai-agents.md,2,3-architettura-conversazionale,"3. Architettura Conversazionale"
easyway-webapp/10-ai-agents.md,2,4-tecnologie-azure-utilizzate,"4. Tecnologie Azure utilizzate"
easyway-webapp/10-ai-agents.md,2,5-integrazione-con-easyway-dataportal,"5. Integrazione con EasyWay DataPortal"
easyway-webapp/10-ai-agents.md,2,6-multitenancy-e-sicurezza,"6. Multitenancy e Sicurezza"
easyway-webapp/10-ai-agents.md,2,7-costi-stimati-per-1-ai-agent,"7. Costi stimati (per 1 AI Agent)"
easyway-webapp/10-ai-agents.md,2,8-roadmap-evolutiva,"8. Roadmap evolutiva"
easyway-webapp/10-ai-agents.md,2,9-naming-convention-ai-agents,"9. Naming convention AI Agents"
easyway-webapp/01_database_architecture/01a-db-setup.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01a-db-setup.md,2,1-login-sql-server-da-creare-su-master,"1️⃣ **Login SQL Server (da creare su MASTER)**"
easyway-webapp/01_database_architecture/01a-db-setup.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01a-db-setup.md,2,prerequisiti,"Prerequisiti"
easyway-webapp/01_database_architecture/01a-db-setup.md,2,passi,"Passi"
easyway-webapp/01_database_architecture/01a-db-setup.md,2,verify,"Verify"
easyway-webapp/01_database_architecture/01b-schema-structure.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/db-migrations.md,2,contesto,"Contesto"
easyway-webapp/01_database_architecture/db-migrations.md,2,come-funziona,"Come Funziona"
easyway-webapp/01_database_architecture/db-migrations.md,3,struttura-directory,"Struttura Directory"
easyway-webapp/01_database_architecture/db-migrations.md,3,naming-convention,"Naming Convention"
easyway-webapp/01_database_architecture/db-migrations.md,2,applicazione-migrazioni,"Applicazione Migrazioni"
easyway-webapp/01_database_architecture/db-migrations.md,3,opzione-1-azure-portal-query-editor-consigliato-per-dev,"Opzione 1: Azure Portal Query Editor (Consigliato per Dev)"
easyway-webapp/01_database_architecture/db-migrations.md,3,opzione-2-sqlcmd-cli,"Opzione 2: sqlcmd (CLI)"
easyway-webapp/01_database_architecture/db-migrations.md,3,opzione-3-sql-server-management-studio-ssms,"Opzione 3: SQL Server Management Studio (SSMS)"
easyway-webapp/01_database_architecture/db-migrations.md,2,workflow-creazione-nuova-migrazione,"Workflow Creazione Nuova Migrazione"
easyway-webapp/01_database_architecture/db-migrations.md,3,1-crea-file-migrazione,"1. Crea File Migrazione"
easyway-webapp/01_database_architecture/db-migrations.md,3,2-scrivi-ddl-idempotente,"2. Scrivi DDL Idempotente"
easyway-webapp/01_database_architecture/db-migrations.md,3,3-applica-migrazione,"3. Applica Migrazione"
easyway-webapp/01_database_architecture/db-migrations.md,3,4-commit-in-git,"4. Commit in Git"
easyway-webapp/01_database_architecture/db-migrations.md,3,5-aggiorna-wiki,"5. Aggiorna Wiki"
easyway-webapp/01_database_architecture/db-migrations.md,2,best-practice-easyway,"Best Practice EasyWay"
easyway-webapp/01_database_architecture/db-migrations.md,3,idempotenza,"Idempotenza"
easyway-webapp/01_database_architecture/db-migrations.md,3,stored-procedures,"Stored Procedures"
easyway-webapp/01_database_architecture/db-migrations.md,3,batch-separator-go,"Batch Separator `GO`"
easyway-webapp/01_database_architecture/db-migrations.md,3,logging-e-auditing,"Logging e Auditing"
easyway-webapp/01_database_architecture/db-migrations.md,2,tracking-e-versioning,"Tracking e Versioning"
easyway-webapp/01_database_architecture/db-migrations.md,3,git-come-source-of-truth,"Git Come Source of Truth"
easyway-webapp/01_database_architecture/db-migrations.md,3,verifica-stato-database,"Verifica Stato Database"
easyway-webapp/01_database_architecture/db-migrations.md,2,tool-ai-friendly-futuro,"Tool AI-Friendly (Futuro)"
easyway-webapp/01_database_architecture/db-migrations.md,2,troubleshooting,"Troubleshooting"
easyway-webapp/01_database_architecture/db-migrations.md,3,errore-there-is-already-an-object-named-users-in-the-database,"Errore: 'There is already an object named 'USERS' in the database'"
easyway-webapp/01_database_architecture/db-migrations.md,3,errore-create-procedure-must-be-the-first-statement-in-a-query-batch,"Errore: 'CREATE PROCEDURE must be the first statement in a query batch'"
easyway-webapp/01_database_architecture/db-migrations.md,3,errore-login-failed-for-user,"Errore: 'Login failed for user'"
easyway-webapp/01_database_architecture/db-migrations.md,2,riferimenti,"Riferimenti"
easyway-webapp/01_database_architecture/ddl-inventory.md,2,obiettivo,"Obiettivo"
easyway-webapp/01_database_architecture/ddl-inventory.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/ddl-inventory.md,2,source-of-truth-repo,"Source of Truth (Repo)"
easyway-webapp/01_database_architecture/ddl-inventory.md,2,tabelle-portal-canonico,"Tabelle (PORTAL) - canonico"
easyway-webapp/01_database_architecture/ddl-inventory.md,2,stored-procedure-portal-canonico,"Stored procedure (PORTAL) - canonico"
easyway-webapp/01_database_architecture/ddl-inventory.md,2,dove-e-documentato-wiki,"Dove e' documentato (Wiki)"
easyway-webapp/01_database_architecture/ddl-inventory.md,2,rigenerazione-idempotente,"Rigenerazione (idempotente)"
easyway-webapp/01_database_architecture/ddl-inventory.md,2,riferimenti,"Riferimenti"
easyway-webapp/01_database_architecture/flyway.md,2,contesto-storico,"Contesto Storico"
easyway-webapp/01_database_architecture/flyway.md,2,troubleshooting-flyway,"Troubleshooting (Flyway)"
easyway-webapp/01_database_architecture/flyway.md,2,provisioning-devlocal-wrapper,"Provisioning dev/local (wrapper)"
easyway-webapp/01_database_architecture/howto-create-table.md,2,regola-base-razionalizzazione,"Regola base (razionalizzazione)"
easyway-webapp/01_database_architecture/howto-create-table.md,2,passi-what-first,"Passi (WHAT-first)"
easyway-webapp/01_database_architecture/howto-create-table.md,2,comandi,"Comandi"
easyway-webapp/01_database_architecture/howto-create-table.md,2,template-excel-friendly-csv,"Template 'Excel-friendly' (CSV)"
easyway-webapp/01_database_architecture/howto-create-table.md,2,lint-semantico-consigliato,"Lint semantico (consigliato)"
easyway-webapp/01_database_architecture/howto-create-table.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/index.md,2,contesto,"Contesto"
easyway-webapp/01_database_architecture/index.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/why-not-flyway.md,2,tldr,"TL;DR"
easyway-webapp/01_database_architecture/why-not-flyway.md,2,contesto,"Contesto"
easyway-webapp/01_database_architecture/why-not-flyway.md,2,problemi-riscontrati,"Problemi Riscontrati"
easyway-webapp/01_database_architecture/why-not-flyway.md,3,1-batch-separator-go-nightmare,"1. **Batch Separator (`GO`) Nightmare**"
easyway-webapp/01_database_architecture/why-not-flyway.md,3,2-sql-server-2014-compatibility-hell,"2. **SQL Server 2014 Compatibility Hell**"
easyway-webapp/01_database_architecture/why-not-flyway.md,3,3-migration-version-chaos,"3. **Migration Version Chaos**"
easyway-webapp/01_database_architecture/why-not-flyway.md,3,4-overhead-vs-benefici,"4. **Overhead vs Benefici**"
easyway-webapp/01_database_architecture/why-not-flyway.md,2,soluzione-adottata-sql-diretto,"Soluzione Adottata: SQL Diretto"
easyway-webapp/01_database_architecture/why-not-flyway.md,3,approccio,"Approccio"
easyway-webapp/01_database_architecture/why-not-flyway.md,3,vantaggi,"Vantaggi"
easyway-webapp/01_database_architecture/why-not-flyway.md,3,per-migrazioni-future,"Per Migrazioni Future"
easyway-webapp/01_database_architecture/why-not-flyway.md,2,quando-flyway-utile,"Quando Flyway È Utile"
easyway-webapp/01_database_architecture/why-not-flyway.md,2,quando-non-usare-flyway,"Quando NON Usare Flyway"
easyway-webapp/01_database_architecture/why-not-flyway.md,2,conclusione,"Conclusione"
easyway-webapp/01_database_architecture/why-not-flyway.md,2,alternative-considerate,"Alternative Considerate"
easyway-webapp/01_database_architecture/why-not-flyway.md,2,note-tecniche,"Note Tecniche"
easyway-webapp/01_database_architecture/why-not-flyway.md,3,upgrade-fatto,"Upgrade Fatto"
easyway-webapp/01_database_architecture/why-not-flyway.md,3,file-consolidato,"File Consolidato"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,2,riepilogo-tabelle-principali-schema-portal,"📋 **Riepilogo tabelle principali schema PORTAL**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,1-tenant-cliente,"1️⃣ **Tenant (Cliente)**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,2-abbonamenti-subscription,"2️⃣ **Abbonamenti / Subscription**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,3-profili-utente-acl,"3️⃣ **Profili utente (ACL)**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,4-anagrafica-utenti,"4️⃣ **Anagrafica Utenti**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,5-accesso-sezioni-portale,"5️⃣ **Accesso sezioni Portale**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,2,5-accesso-sezioni-portale-policy-section-access-custom,"5️⃣ **Accesso sezioni Portale** (Policy Section Access custom)"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,tabellina-campi-chiave,"📑 **Tabellina campi chiave**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,ddl-con-estensioni,"🏗️ **DDL con estensioni**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,6-preferenze-notifica-utente,"6️⃣ **Preferenze Notifica Utente**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,7-mascheramento-dati-sensibili-gdpr-soc2-iso27001-dora,"7️⃣ **Mascheramento dati sensibili (GDPR, SOC2, ISO27001, DORA)**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,8-row-level-security-rls-metadata,"8️⃣ **Row-Level Security (RLS) Metadata**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,3,9-configurazione-globaletenant,"9️⃣ **Configurazione globale/tenant**"
easyway-webapp/01_database_architecture/01b_schema_structure/portal.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,schemaddl,"Schema/DDL"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,esempi-query,"Esempi Query"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,schemaddl,"Schema/DDL"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,schemaddl,"Schema/DDL"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability.md,2,collegamenti,"Collegamenti"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,schemaddl,"Schema/DDL"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,esempi-query,"Esempi Query"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,schemaddl,"Schema/DDL"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,schemaddl,"Schema/DDL"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/function.md,2,collegamenti,"Collegamenti"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/index.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,1-sequence-produzione-ndg-reali,"1️⃣ Sequence PRODUZIONE (NDG reali)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,2-sequence-debugtest-codici-demo,"2️⃣ Sequence DEBUG/TEST (codici demo)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,schemaddl,"Schema/DDL"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,1-sequence-produzione-ndg-reali,"1️⃣ Sequence PRODUZIONE (NDG reali)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,2-sequence-debugtest-codici-demo,"2️⃣ Sequence DEBUG/TEST (codici demo)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,1-sequence-produzione-ndg-reali,"1️⃣ Sequence PRODUZIONE (NDG reali)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,2-sequence-debugtest-codici-demo,"2️⃣ Sequence DEBUG/TEST (codici demo)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,esempi-query,"Esempi Query"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,1-sequence-produzione-ndg-reali,"1️⃣ Sequence PRODUZIONE (NDG reali)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,2-sequence-debugtest-codici-demo,"2️⃣ Sequence DEBUG/TEST (codici demo)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,schemaddl,"Schema/DDL"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,1-sequence-produzione-ndg-reali,"1️⃣ Sequence PRODUZIONE (NDG reali)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,2-sequence-debugtest-codici-demo,"2️⃣ Sequence DEBUG/TEST (codici demo)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,1-sequence-produzione-ndg-reali,"1️⃣ Sequence PRODUZIONE (NDG reali)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,2-sequence-debugtest-codici-demo,"2️⃣ Sequence DEBUG/TEST (codici demo)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,1-sequence-produzione-ndg-reali,"1️⃣ Sequence PRODUZIONE (NDG reali)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,2-sequence-debugtest-codici-demo,"2️⃣ Sequence DEBUG/TEST (codici demo)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,schemaddl,"Schema/DDL"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,1-sequence-produzione-ndg-reali,"1️⃣ Sequence PRODUZIONE (NDG reali)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,2-sequence-debugtest-codici-demo,"2️⃣ Sequence DEBUG/TEST (codici demo)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo-del-file,"✅ Scopo del file"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,1-sequence-produzione-ndg-reali,"1️⃣ Sequence PRODUZIONE (NDG reali)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,2-sequence-debugtest-codici-demo,"2️⃣ Sequence DEBUG/TEST (codici demo)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/sequence.md,2,collegamenti,"Collegamenti"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,scopo-del-documento,"✅ Scopo del documento"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,principi-generali-easyway-per-store-process,"**Principi generali EasyWay per Store Process**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,riferimento-agentico-breve,"Riferimento agentico (breve)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,1-regole-fisse,"1️⃣ **Regole fisse**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,2-prossimi-step-e-template,"2️⃣ **Prossimi step e template**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,3-esempio-template-standard-insertupdatedelete,"3️⃣ **Esempio template standard INSERT/UPDATE/DELETE**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,4-automazione-della-documentazione,"4️⃣ **Automazione della documentazione**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,template,"**Template** ##"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,template-standard-easyway-produzione,"Template standard EasyWay (produzione)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,schemaddl,"Schema/DDL"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,scopo-del-documento,"✅ Scopo del documento"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,principi-generali-easyway-per-store-process,"**Principi generali EasyWay per Store Process**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,1-regole-fisse,"1️⃣ **Regole fisse**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,2-prossimi-step-e-template,"2️⃣ **Prossimi step e template**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,3-esempio-template-standard-insertupdatedelete,"3️⃣ **Esempio template standard INSERT/UPDATE/DELETE**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,4-automazione-della-documentazione,"4️⃣ **Automazione della documentazione**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,template,"**Template** ##"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,template-standard-easyway-produzione,"Template standard EasyWay (produzione)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,scopo-del-documento,"✅ Scopo del documento"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,principi-generali-easyway-per-store-process,"**Principi generali EasyWay per Store Process**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,1-regole-fisse,"1️⃣ **Regole fisse**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,2-prossimi-step-e-template,"2️⃣ **Prossimi step e template**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,3-esempio-template-standard-insertupdatedelete,"3️⃣ **Esempio template standard INSERT/UPDATE/DELETE**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,4-automazione-della-documentazione,"4️⃣ **Automazione della documentazione**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,template,"**Template** ##"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,template-standard-easyway-produzione,"Template standard EasyWay (produzione)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,domande-a-cui-risponde,"Domande a cui risponde"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,scopo,"Scopo"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,esempi-query,"Esempi Query"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,scopo-del-documento,"✅ Scopo del documento"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,principi-generali-easyway-per-store-process,"**Principi generali EasyWay per Store Process**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,1-regole-fisse,"1️⃣ **Regole fisse**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,2-prossimi-step-e-template,"2️⃣ **Prossimi step e template**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,3-esempio-template-standard-insertupdatedelete,"3️⃣ **Esempio template standard INSERT/UPDATE/DELETE**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,3,4-automazione-della-documentazione,"4️⃣ **Automazione della documentazione**"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,template,"**Template** ##"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,template-standard-easyway-produzione,"Template standard EasyWay (produzione)"
easyway-webapp/01_database_architecture/01b_schema_structure/PORTAL/programmability/stored-procedure.md,2,domande-a-cui-risponde,"Domande a cui risponde"
